id_contratista_std,num_contratos,val_contratos,val_contratos_media,val_contratos_median,val_contratos_desv,num_familias_dif,num_grupos_dif,num_entidades_dif,num_annos_activo,num_municipios_dif,pnum_entidades,IRCC,IRCCG,adicion,cont_cerrada
287944,8,123764156,15470519.5,18175679,8025587.808728548,2,1,3,4,1,37.5,44.71821922004175,Medio,37.74877331262345,0
303015,3,19600260,6533420,6171200,3000413.2144089756,2,1,3,3,3,100,38.54205016560618,Bajo,0,0
310238,2,23600000,11800000,11800000,1131370.8498984762,1,1,2,1,2,100,50.90491238149957,Medio,0,0
316025,8,110904758,13863094.75,6000000,20135343.207744896,3,1,3,4,1,37.5,52.385239439311825,Medio,33.78921216807335,19.695363069995608
316677,4,52031293,13007823.25,13207566.5,2908358.8231926006,2,1,3,4,1,75,44.19673138475463,Medio,67.17650987417285,27.606293822065886
316713,19,479294046,25226002.42105263,18600000,25633353.994559143,4,1,3,5,1,15.789473684210526,57.34266484028682,Medio,44.08568093790434,41.17126317330292
317613,7,136069632,19438518.85714286,9900000,19999153.207902472,4,1,2,3,1,28.57142857142857,67.23731053569799,Medio,26.559195389439598,28.74287587444304
320633,5,43000000,8600000,5500000,6570768.600399804,2,1,2,1,2,40,59.38182801514333,Medio,10.406976744186046,100
325217,4,24000000,6000000,6000000,2449489.742783178,2,1,2,1,2,50,75.78125,Alto,0,0
328296,7,99250000,14178571.42857143,18000000,8260666.697410948,2,1,2,4,1,28.57142857142857,53.932364398023985,Medio,0,43.09103994242533
333590,7,162080000,23154285.714285713,17400000,19825877.75034005,2,1,2,4,2,28.57142857142857,73.89001040756783,Medio,35.129872616575646,0
335204,5,112717756,22543551.2,26330400,17882415.219816748,2,1,2,3,1,40,83.70137059806578,Alto,63.14265336915122,59.50000929755912
339844,4,16627333,4156833.25,3861666.5,1264780.757768812,2,1,2,2,1,50,69.18524331923926,Medio,39.81879749596643,75.43151914380977
340708,4,125900000,31475000,36000000,16200282.919340225,2,1,3,3,3,75,39.23013831785253,Bajo,20.84163514223018,41.123907863383636
341345,9,178168000,19796444.444444444,10000000,20199729.84417806,2,1,3,4,4,33.33333333333333,41.45232077566453,Bajo,35.89973414187598,0
342412,4,163491650,40872912.5,47551000,26324947.288278185,2,1,2,4,2,50,82.79248413122055,Alto,0,58.51608476640856
347495,4,295586000,73896500,48764000,56617604.73857344,3,1,2,3,1,50,75.14130426632738,Alto,34.53418854834126,0
348974,2,17500000,8750000,8750000,8838834.764831845,2,1,2,1,2,100,65.3061224489796,Medio,0,0
362037,7,519387840,74198262.85714285,8000000,88913126.094503,3,1,2,3,2,28.57142857142857,80.52875295099938,Alto,0,92.08700545846983
362628,6,196549000,32758166.666666668,35071000,26278481.359596614,2,1,2,4,2,33.33333333333333,69.372746970064,Medio,29.958561610003322,0
363207,14,131207000,9371928.57142857,8820000,2223459.0675959666,2,1,2,3,1,14.285714285714285,76.23967392630792,Alto,0,0
381759,13,250890400,19299261.53846154,7920000,18676861.585642025,1,1,4,3,3,30.76923076923077,58.79862792269291,Medio,4.940735384546707,0
385246,8,405279000,50659875,39650000,41603517.75112121,2,1,2,4,2,25,87.38627986111983,Alto,30.038128265287057,0
385276,3,20500000,6833333.333333333,6000000,4804511.768466525,1,1,2,1,7,66.66666666666666,72.1528190891665,Medio,0,0
396659,6,161399780,26899963.333333332,20326000,27438662.57280166,1,1,2,3,2,33.33333333333333,72.1073642432635,Medio,26.435810440018557,100
397254,2,54017670,27008835,27008835,5341251.279845389,1,1,2,2,1,100,51.99239265198854,Medio,53.39278025829326,0
398541,3,108520000,36173333.333333336,36160000,14100004.728131596,2,1,2,2,1,66.66666666666666,67.36559184585568,Medio,36.34748943295802,73.1600933775648
403049,12,141228697,11769058.083333334,9408000,8511482.911067447,4,1,5,4,5,41.66666666666667,47.62657324486504,Medio,17.789400832209715,10.893344885612494
407869,2,18312000,9156000,9156000,5877471.565222583,1,1,2,2,2,100,58.24930370543414,Medio,0,100
409100,4,86403910,21600977.5,23250000,12076262.907953976,3,1,3,4,3,75,41.70205234466387,Bajo,0,22.048179011806294
413336,7,58253333,8321904.714285715,9000000,5261033.198484454,1,1,2,3,2,28.57142857142857,67.82133407758886,Medio,23.867230119943052,0
413556,15,191536900,12769126.666666666,11000000,4347390.433757222,5,3,3,4,3,20,40.90899814607863,Bajo,14.565615543141622,57.610286407823594
414990,14,247843680,17703120,10000000,17654317.466406822,4,1,2,5,1,14.285714285714285,63.69815022721605,Medio,22.632122701867303,8.413190120482394
415521,2,18998300,9499150,9499150,9191186.073897101,2,1,2,1,2,100,64.4035955758942,Medio,0,0
416650,9,160091200,17787911.111111112,15000000,8277179.427263318,1,1,2,3,2,22.22222222222222,65.82120748100087,Medio,13.077435940878779,28.43223806874526
422480,14,93334000,6666714.285714285,6133500,3381154.4097921858,1,1,2,3,2,14.285714285714285,89.84444757593386,Alto,0,14.696374617732321
436697,3,60431500,20143833.333333332,4800000,30258194.99050354,3,1,3,3,3,100,60.28817735981511,Medio,0,62.172735521485755
438157,13,413381309,31798562.230769232,30000000,21509076.85985361,2,1,2,5,3,15.384615384615385,55.675329013286685,Medio,44.86634673083102,0
450224,6,51068308,8511384.666666666,7486000,5234636.656744255,2,1,2,4,1,33.33333333333333,54.93857006614407,Medio,15.134620374771467,57.579305349219716
450678,20,747328800,37366440,14400000,47464888.09022163,2,1,2,5,2,10,74.11577263711244,Alto,31.175808110784452,67.35247189724255
451137,6,207328213,34554702.166666664,31105966,29680580.275128305,2,1,2,3,1,33.33333333333333,88.04449871125841,Alto,55.12939214773915,81.53933918937184
452565,5,175647574,35129514.8,22600000,39562177.06473332,2,1,3,3,1,60,61.200188715607005,Medio,80.80657327248848,16.433336790635092
464718,36,388459208,10790533.555555556,8280000,14435284.061329488,3,1,5,5,1,13.88888888888889,35.1116994838393,Bajo,25.63120513199348,16.483754482429752
465102,2,26000000,13000000,13000000,2828427.12474619,2,1,2,2,2,100,52.2189349112426,Medio,0,0
465859,12,453728000,37810666.666666664,34800000,26473454.61996132,2,1,2,4,2,16.666666666666664,93.57894572494872,Alto,38.175551578625665,0
466194,2,52304797,26152398.5,26152398.5,27555186.880409293,2,1,2,2,1,100,66.25141055899999,Medio,53.227669482376996,68.6258819626047
474554,3,22180800,7393600,2545200,9034768.229456691,2,1,2,2,1,66.66666666666666,67.73700976282635,Medio,12.431693989071036,56.83113323234509
474644,15,195396000,13026400,14400000,6705387.607844051,3,1,3,4,3,20,57.22673469920908,Medio,11.770916809840578,0
484510,6,95150638,15858439.666666666,12884771,11756998.100539263,1,1,2,3,1,33.33333333333333,55.7254753425867,Medio,0,16.40474531903121
484745,8,193850000,24231250,26100000,8577824.295405982,4,1,2,5,2,25,78.3410637455277,Alto,14.943219270340757,0
489152,14,224702688,16050192,12896480,10885502.410751369,2,1,3,4,3,21.428571428571427,46.954859669689625,Medio,0,0
495351,4,40680000,10170000,7440000,10292696.439709082,2,1,2,2,2,50,67.03344036338007,Medio,0,0
497861,4,166268800,41567200,39700000,30690997.323210813,3,1,2,2,2,50,81.3619752690243,Alto,8.655742989664928,0
500538,11,63403796,5763981.454545454,4892500,3546126.2939120866,2,1,2,2,2,18.181818181818183,77.55864131696393,Alto,0,0
501513,8,714186101,89273262.625,79840064,77771327.07348612,2,1,2,4,2,25,74.97075144173338,Alto,55.079977236430594,0
504962,7,19709995,2815713.5714285714,860001,5290053.563466154,4,2,2,4,2,28.57142857142857,74.72556511490058,Alto,0,0
510177,14,1108529851,79180703.64285715,58768755,87363905.78412308,2,1,2,5,2,14.285714285714285,74.89932696596034,Alto,25.906215667232786,0
516047,5,196504576,39300915.2,27000000,30711792.357137922,2,1,2,2,2,40,72.31348025435399,Medio,28.450485255700126,0
520782,3,12900000,4300000,3600000,1757839.5831246946,1,1,2,1,2,66.66666666666666,65.81785950363559,Medio,0,0
522910,18,137461111,7636728.388888889,6000000,4103852.0757397898,2,1,2,4,1,11.11111111111111,75.09621754438795,Alto,0,0
525441,22,790096659,35913484.5,24400000,40019340.05239024,3,1,2,5,3,9.090909090909092,64.56278651373374,Medio,18.968693112972662,0
525836,2,18849000,9424500,9424500,6964294.687906306,1,1,2,2,2,100,59.94436720922379,Medio,0,0
528058,8,59464087,7433010.875,2825000,7212082.115342508,3,1,5,3,5,62.5,29.836774179180114,Bajo,0,33.366394324695506
528189,2,52133344,26066672,26066672,6458249.477309466,2,1,2,2,2,100,52.57355270111189,Medio,0,0
529897,5,44584000,8916800,4500000,9378257.658008762,1,1,3,3,3,60,67.09278786376434,Medio,0,0
534886,4,223000000,55750000,53000000,23243278.598338917,1,1,2,2,2,50,55.99700376038126,Medio,25.14229044498103,20.571748878923767
536159,5,260200000,52040000,57400000,38503545.29131051,2,1,2,3,2,40,85.01850820128311,Alto,33.78321023961501,0
544148,9,71370000,7930000,6000000,5050409.884355922,2,1,2,3,3,22.22222222222222,64.3821911829547,Medio,13.391071587792899,68.53019475970297
546790,6,69538368,11589728,10519184,5311190.378542271,1,1,3,3,3,50,43.68570641919856,Bajo,0,31.793832147455632
568093,2,34650000,17325000,17325000,20258609.280994587,1,1,2,1,2,100,68.88129907610427,Medio,0,0
571344,4,230161280,57540320,38478400,56827692.962019846,1,1,2,3,2,50,70.44171561569965,Medio,0,0
580351,3,59784000,19928000,27000000,15935897.590032386,2,1,2,2,2,66.66666666666666,56.88191213333431,Medio,0,0
592227,2,73788670,36894335,36894335,3740686.7963583907,1,1,2,2,2,100,50.960410861504045,Medio,40.5963032671547,0
602742,11,117436000,10676000,7273000,6420861.390810426,1,1,2,3,3,18.181818181818183,87.94978823161037,Alto,0,91.48046595592493
605334,5,10140000,2028000,1104000,2257627.072835547,2,1,2,3,2,40,64.71349042400476,Medio,0,0
621009,7,131300000,18757142.85714286,12000000,14898977.273944806,2,1,2,4,2,28.57142857142857,85.50406394328719,Alto,0,10.493961484060494
623384,5,141655526,28331105.2,26562664,12877144.755641725,1,1,2,2,1,40,81.69873831116122,Alto,32.26244771235688,65.13570165981383
627268,6,21310019,3551669.8333333335,2734118,1922564.0695750471,2,1,2,1,3,33.33333333333333,57.06977725252028,Medio,0,0
632978,6,255826500,42637750,25415250,41718333.388032176,1,1,2,2,2,33.33333333333333,87.15738733823497,Alto,0,90.49399690806074
643128,7,311972716,44567530.85714286,37310000,23280732.614193477,1,1,2,2,1,28.57142857142857,82.05172182484391,Alto,63.15890356207184,75.52729936256898
651432,5,29476000,5895200,4176000,3502205.47655331,1,1,2,1,2,40,81.8736289703093,Alto,0,0
662498,4,66532733,16633183.25,14750000,12676030.707559401,3,1,3,2,3,75,45.99630577349946,Medio,0,0
685278,3,61737528,20579176,26254368,14682613.088753922,1,1,3,2,1,100,40.61485035910151,Bajo,31.810313735192864,0
691606,7,151973600,21710514.285714287,10600000,19917118.198125333,1,1,2,3,2,28.57142857142857,62.42071034784263,Medio,47.85946678126657,20.795228344171054
700519,7,106175000,15167857.142857144,16500000,4808558.218723898,2,1,2,2,2,28.57142857142857,87.2172233970359,Alto,4.3425611355915095,0
700681,3,29200000,9733333.333333334,9200000,1474222.9591663987,1,1,2,2,2,66.66666666666666,61.888826338066345,Medio,0,0
715841,3,35800000,11933333.333333334,10000000,8761468.674447985,2,1,2,2,2,66.66666666666666,63.50708640665258,Medio,40.502793296089386,0
732320,6,28060000,4676666.666666667,4820000,1610672.7372954031,2,1,2,2,2,33.33333333333333,80.31184773534814,Alto,0,0
777499,2,16780000,8390000,8390000,608111.8318204308,1,1,2,1,1,100,50.67347756353341,Medio,0,0
789096,9,126194584,14021620.444444444,9290000,8582934.713870412,2,1,3,2,3,33.33333333333333,37.781156814468005,Bajo,0,0
906694,5,19799936,3959987.2,4000000,1892885.2899262544,1,1,2,1,2,40,55.34665449304646,Medio,6.010104275084526,0
947256,3,56718000,18906000,23166000,8606792.433886157,2,1,2,1,2,66.66666666666666,69.91353543650996,Medio,0,0
1009549,6,20120000,3353333.3333333335,1765000,4040532.9681450026,3,1,2,3,1,33.33333333333333,83.74350621475477,Alto,32.91160335815482,0
1098177,6,45611933,7601988.833333333,7432000,5368715.057436758,2,1,3,3,1,50,50.43745409075781,Medio,50.33965192010841,48.84017906015954
1098269,5,80097448,16019489.6,12000000,12953205.501757655,4,1,3,2,3,60,51.756536805638774,Medio,0,0
1098466,8,11844200,1480525,1224150,913339.5140128029,2,1,2,3,2,25,76.60731974916759,Alto,0,42.61452863004678
1100000,5,15400000,3080000,1100000,4427414.595449584,3,1,3,3,3,60,57.88775510204082,Medio,0,0
1111111,2,303000000,151500000,151500000,65760930.65034892,2,1,2,1,2,100,55.0142142927164,Medio,0,0
1113654,4,6857000,1714250,1588500,849924.8496190708,3,1,2,3,2,50,65.60342748385852,Medio,0,0
1114028,3,11189000,3729666.6666666665,585000,5468387.361309852,2,1,2,2,2,66.66666666666666,73.40420548904542,Medio,0,19.280841302469685
1173939,2,1700000,850000,850000,353553.39059327374,1,1,2,1,2,100,54.75778546712803,Medio,0,42.64705882352941
1192978,3,23820000,7940000,7500000,1220983.2103677758,3,2,3,2,3,100,34.91306898012733,Bajo,0,0
1200000,4,4800000,1200000,1200000,0,4,1,4,3,4,100,25,Bajo,0,0
1299471,2,20224000,10112000,10112000,9835384.393188605,1,1,2,2,1,100,64.50978395521497,Medio,50.31645569620253,0
1418776,2,2200000,1100000,1100000,141421.35623730952,1,1,2,1,2,100,51.239669421487605,Medio,0,52.272727272727266
1500000,9,13500000,1500000,1500000,0,3,1,3,3,3,33.33333333333333,70.37037037037038,Medio,0,11.11111111111111
1757153,5,159980038,31996007.6,29337214,18785949.245915703,3,3,2,3,2,40,61.05472663208502,Medio,0,33.8571082224646
1792188,10,254210172,25421017.2,10882687.5,32494023.282898977,1,2,4,2,4,40,50.01830977138447,Medio,0,12.319501400596984
1801021,9,29508720,3278746.6666666665,2500000,2803835.497599672,6,3,6,5,6,66.66666666666666,33.4259519517349,Bajo,0,44.519450521744076
1838686,9,13824800,1536088.888888889,1331000,793456.7228974187,5,3,4,3,4,44.44444444444444,36.99136287534728,Bajo,0,18.207054632898043
1977957,9,27957780,3106420,1800000,2072089.4376450067,1,1,2,2,2,22.22222222222222,57.78419053880612,Medio,7.7747768241970565,0
1979850,2,55000000,27500000,27500000,3535533.9059327375,2,1,2,2,2,100,51.239669421487605,Medio,0,0
1979892,6,55594930,9265821.666666666,8222465,5878138.816905966,2,1,2,4,2,33.33333333333333,80.35067601062966,Alto,0,85.461064824916
1979902,8,163571200,20446400,10000000,21607906.244044762,3,1,2,4,2,25,89.7926312571393,Alto,4.6533864152124575,0
1985262,2,11200000,5600000,5600000,4808326.112068523,2,1,2,1,2,100,62.19706632653062,Medio,0,34.82142857142857
2000000,6,12000000,2000000,2000000,0,3,1,6,4,6,100,16.666666666666664,Bajo,0,16.666666666666664
2010184,2,30456062,15228031,15228031,9577010.403770166,2,1,2,1,1,100,58.03082478608442,Medio,0,0
2016517,7,117000000,16714285.714285715,15000000,7409774.75398287,4,2,2,4,2,28.57142857142857,81.51256557849965,Alto,10.454822954822955,0
2114844,5,83000000,16600000,21600000,10106186.224288566,4,1,2,4,2,40,85.92611409493395,Alto,11.8575360443286,0
2193905,38,940427584,24748094.315789472,9360000,31951113.543590285,3,1,4,5,3,10.526315789473683,56.668546872316035,Medio,27.873046151001777,9.639017631322364
2198652,12,75293000,6274416.666666667,3424000,5608561.82275786,3,2,2,3,2,16.666666666666664,93.10993352815137,Alto,0,80.718105711465
2230776,3,26003569,8667856.333333334,9235569,2701121.85099457,2,1,2,3,2,66.66666666666666,60.22527208272629,Medio,0,100
2231418,9,86516000,9612888.888888888,8000000,7313651.28448924,3,1,3,3,3,33.33333333333333,64.13199378528586,Medio,0,0
2231723,2,32000000,16000000,16000000,19798989.87322333,1,1,2,2,2,100,70.5078125,Medio,0,71.875
2231850,19,142000000,7473684.2105263155,6000000,5489468.918378895,3,1,5,4,5,26.31578947368421,63.47446094380649,Medio,0,51.130467012601926
2254216,16,357423900,22338993.75,14473000,18369068.82635295,2,1,2,6,2,12.5,93.61045835732733,Alto,36.37320419278851,0
2337990,3,25050000,8350000,10400000,6137385.4368126495,2,1,2,2,1,66.66666666666666,56.265512886402846,Medio,67.06766323468172,0
2387732,5,100032333,20006466.6,18026666,13732831.543655202,1,1,2,4,4,40,84.46065206637151,Alto,0,0
2605085,7,165438335,23634047.85714286,20655340,11971749.78974525,2,1,2,3,2,28.57142857142857,84.31740509970427,Alto,32.42499814603493,88.62595907498016
2631948,21,61096000,2909333.3333333335,1672000,3106980.0986381187,4,1,3,5,3,14.285714285714285,42.84986290161659,Bajo,0,0
2761708,2,32439200,16219600,16219600,5346292.951195248,2,1,2,2,2,100,53.592505848912744,Medio,0,0
2768267,17,220091000,12946529.411764706,3000000,19192334.791908614,6,1,4,5,4,23.52941176470588,69.41117209949803,Medio,5.115527203575558,9.756539206910938
2768288,10,206800000,20680000,18000000,12059187.368973086,2,1,2,2,2,20,89.89904934359438,Alto,0,7.127659574468085
2774207,4,71017650,17754412.5,3000000,31128041.15606953,2,4,4,1,4,100,55.82936796172724,Medio,32.56742924704868,0
2774335,6,70200000,11700000,10500000,5904235.767650205,5,2,6,3,6,100,20.50673289989529,Bajo,0,60.54131054131054
2822173,55,464333083,8442419.690909091,6500000,6850172.812623678,7,2,13,6,14,23.636363636363637,15.833726428247443,Bajo,0.5353064456807771,36.14662503147356
2832924,3,367213127,122404375.66666667,47902541,149365732.28326806,3,2,3,2,3,100,53.313082863632644,Medio,0,43.2521210405059
2851477,25,197282050,7891282,4950000,5614485.22163282,10,2,5,5,5,20,58.82843224545593,Medio,4.1007348843078155,84.3279178212108
2951132,3,19402000,6467333.333333333,7602000,3539152.6292791236,1,1,3,3,3,100,38.647002881961456,Bajo,0,0
2961417,4,26000000,6500000,4000000,5686240.7030773265,3,1,3,2,3,75,47.02292899408284,Medio,39.58492003046459,0
2965893,11,110980987,10089180.636363637,6600000,9654060.679249765,2,1,4,5,1,36.36363636363637,47.64925429345716,Medio,29.729784674403263,31.76700945754216
2968678,4,10014800,2503700,1446200,2179328.3950183676,2,1,2,2,2,50,61.5686031298673,Medio,0,100
2968765,2,10983333,5491666.5,5491666.5,2840212.4734682264,1,1,2,1,2,100,56.24307853571201,Medio,0,59.14264140038365
2970001,7,25775500,3682214.285714286,2970000,2175196.5784181217,1,1,2,3,2,28.57142857142857,58.89235677790292,Medio,15.728331412088702,0
2971311,6,33608000,5601333.333333333,3860000,6288713.275914769,2,1,2,3,1,33.33333333333333,68.00661981911122,Medio,32.314143224535705,0
2991003,6,49862004,8310334,6931002,5936281.525444696,1,1,2,3,2,33.33333333333333,79.51435823794539,Alto,14.72086719285296,54.48136621223648
2991392,5,38757216,7751443.2,6959072,3791438.791541174,2,1,2,3,1,40,77.90102902164867,Alto,28.486655709900774,68.85428716035744
2993035,4,13150000,3287500,2850000,1637261.433003294,2,1,2,2,2,50,55.661495756769654,Medio,0,0
2993665,19,620120000,32637894.736842107,24000000,24744915.432591032,2,1,4,4,4,21.052631578947366,36.552472632989165,Bajo,16.414973094110746,0
2999876,6,32849023,5474837.166666667,3622246.5,3496354.9582156795,3,1,2,4,1,33.33333333333333,81.18235410784291,Alto,0,0
3000000,7,21000000,3000000,3000000,0,3,1,7,4,7,100,14.285714285714285,Bajo,0,28.57142857142857
3010243,9,38649660,4294406.666666667,3500000,2177629.682312801,5,2,6,3,6,66.66666666666666,24.242668274152585,Bajo,0,74.65849203675617
3016507,2,5871000,2935500,2935500,2369514.8237561206,2,1,2,2,1,100,61.20689745209276,Medio,0,0
3017092,5,90089334,18017866.8,21476667,8424180.683382018,3,1,2,4,1,40,53.60729424734285,Medio,38.09050767272977,56.1606995562871
3017628,2,13678000,6839000,6839000,6532252.444601326,2,1,2,2,2,100,64.1443041221249,Medio,0,0
3021209,5,18750156,3750031.2,1450000,3292943.1588272518,2,1,2,5,1,40,67.6885028267264,Medio,0,86.21081552601483
3021492,11,247854733,22532248.454545453,22140000,3647578.142519537,4,1,2,5,2,18.181818181818183,85.67485865498205,Alto,37.454953159763875,0
3021853,6,86850000,14475000,12500000,10409791.064185679,1,1,2,2,2,33.33333333333333,58.6526558505672,Medio,0,23.86298215313759
3022560,10,163800000,16380000,15000000,11639854.905548532,3,1,2,5,2,20,78.93165076681561,Alto,23.676767476406464,15.989010989010989
3023173,5,27121400,5424280,6000000,3163257.4337223964,2,1,2,3,2,40,79.26531895674485,Alto,25.729825582981153,0
3023293,12,20248000,1687333.3333333333,1000000,1271257.454315024,2,1,2,3,2,16.666666666666664,68.53853533841371,Medio,0,11.100684841301199
3023788,3,21216000,7072000,5304000,3062265.827781775,2,1,2,1,2,66.66666666666666,55.55555555555555,Medio,0,0
3026988,15,116575303,7771686.866666666,5000000,5111878.73391444,4,3,3,5,4,20,68.39917661120629,Medio,0,5.477869899538955
3032885,16,117015960,7313497.5,6083000,4925186.55058099,5,1,2,6,4,12.5,89.04794678531876,Alto,0,16.190617288445097
3045498,10,197100000,19710000,17775000,15357115.614593778,2,1,2,4,2,20,54.56649268271211,Medio,0,22.45814307458143
3047403,6,23544133,3924022.1666666665,3705400,2495293.2036111844,2,1,2,3,2,33.33333333333333,75.88427930187328,Alto,0,100
3049096,10,137566694,13756669.4,7804800,11947218.75408867,3,1,4,4,4,40,52.772826541842846,Medio,26.92978951962536,6.453840273285916
3051824,3,41221462,13740487.333333334,9000000,10912426.24133063,2,1,2,1,9,66.66666666666666,59.88467504056088,Medio,0,0
3058268,13,74207000,5708230.769230769,4500000,3011170.9835722866,2,1,3,3,3,23.076923076923077,41.21019509542099,Bajo,0,0
3058867,6,29900000,4983333.333333333,5000000,2147246.2985569835,2,1,2,3,2,33.33333333333333,81.86715535123271,Alto,0,13.350055741360087
3070607,2,12200000,6100000,6100000,919238.8155425118,2,1,2,2,1,100,51.473898145659774,Medio,39.30079483358172,0
3073138,14,145673333,10405238.07142857,6150000,11703138.015623111,2,1,2,3,1,14.285714285714285,64.31354852217395,Medio,4.35996718620912,0
3074813,10,38750000,3875000,4450000,1805739.3068891324,3,1,5,3,5,50,38.06557752341311,Bajo,0,0
3077174,21,901697809,42937990.9047619,28996499,44699813.96824631,3,1,4,5,4,19.047619047619047,46.046267587731954,Medio,27.65949811941702,45.34900218122062
3078005,4,11347250,2836812.5,1226125,3482452.4127820707,3,2,2,1,2,50,66.78323999772589,Medio,0,0
3084870,4,17100000,4275000,2400000,4398010.9140383,2,1,2,2,2,50,58.725761772853176,Medio,0,0
3086222,3,6472000,2157333.3333333335,1800000,1704330.1714554413,1,1,2,2,2,66.66666666666666,73.42719736028327,Medio,0,0
3086393,4,26476200,6619050,6210000,4571447.430519135,1,1,2,3,2,50,75.8037412878095,Alto,0,48.45502753416275
3086956,4,21671795,5417948.75,4822789.5,4380118.300943585,1,1,3,4,1,75,44.53516111072251,Medio,0,46.725627711041014
3093395,22,754000000,34272727.27272727,18000000,33351207.329016294,2,1,3,4,3,13.636363636363635,75.54255071155531,Alto,0,81.70966964070412
3098770,8,185000000,23125000,20000000,19260896.730348326,3,1,2,5,6,25,64.19603725346968,Medio,24.268018018018015,14.358108108108109
3101217,4,35435000,8858750,7762500,8232596.163017674,1,1,2,3,2,50,51.73826502592733,Medio,30.06322678641091,0
3108421,5,46026820,9205364,7752272,8252858.8872966925,2,1,2,4,1,40,81.37410441355496,Alto,78.80350549881489,0
3108588,9,14708500,1634277.7777777778,838534,1445185.9795663652,2,1,2,3,1,22.22222222222222,72.77512342350562,Medio,14.57029373949079,0
3113215,33,1214876331,36814434.27272727,15000000,50029872.85846733,3,1,2,6,2,6.0606060606060606,97.52678972774645,Alto,7.390624682190968,1.6797773251180113
3116692,16,170354337,10647146.0625,6000000,13125255.050544405,3,2,2,5,3,12.5,94.3747864577276,Alto,0,0
3135179,12,29176667,2431388.9166666665,2200000,1363779.9542519818,3,1,3,4,3,25,46.90243743364409,Medio,0,37.03920599178332
3146702,13,351922000,27070923.076923076,24000000,18986286.570669625,4,1,2,6,3,15.384615384615385,71.73805709826408,Medio,32.40243807424888,4.698615471173026
3156112,15,68016400,4534426.666666667,3494400,3702591.6929837647,6,1,2,5,2,13.333333333333334,86.14571100387155,Alto,7.021575603410279,0
3169722,4,14400000,3600000,2900000,2503331.114069145,2,1,2,2,2,50,57.37847222222223,Medio,0,0
3170653,3,18903333,6301111,5250000,2918904.6666451786,2,1,2,2,2,66.66666666666666,63.582559848269916,Medio,0,0
3171125,2,20000000,10000000,10000000,2828427.12474619,2,1,2,2,1,100,53,Medio,0,55
3172752,4,4657000,1164250,941000,528197.1696251315,3,3,2,3,2,50,71.84389992548293,Medio,0,0
